,Drug,Treated,Repulls,Mortalities,Treatment Success(%),Case Fatality Rate(%),$/Hd/Rx,Treatment $,Month,Year,Risk,Season
14,Ceftiflex,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
15,Draxxin,11565,1.0,,91.24,5.34,37.8,437167.52,March,2018,Moderate,Spring
16,DraxxinAs2ndRx,350,,,93.71,17.43,36.43,12750.5,March,2018,Moderate,Spring
17,DraxxinAs3rdRx,3,,,66.67,0.00,40.11,120.33,March,2018,Moderate,Spring
18,Excede,32,,,53.13,6.25,25.8,825.76,March,2018,Moderate,Spring
19,ExcedeAs2ndRx,884,,,65.95,17.76,45.34,40080.56,March,2018,Moderate,Spring
20,ExcedeAs3rdRx,34,,,100.00,29.41,0.0,0.0,March,2018,Moderate,Spring
21,Excenel,37,,,100.00,21.62,0.0,0.0,March,2018,Moderate,Spring
22,Hexasol,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
23,LA-200,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
24,MassRxBio-Mycin,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
25,MassRxDraxxin,182,,,53.85,3.30,33.22,6046.04,March,2018,Moderate,Spring
26,MassRxDraxxin/Excede,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
27,MassRxExcede,151,,,68.87,5.30,23.01,3474.51,March,2018,Moderate,Spring
28,MassRxLA-200,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
29,MassRxMicotil,4751,,,87.24,0.88,0.0,0.0,March,2018,Moderate,Spring
30,MassRxNaxcel,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
31,MassRxNoromycin300LA,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
32,MassRxNuflor,0,,,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
33,MassRxZactran,2268,,,99.43,0.26,20.84,47265.12,March,2018,Moderate,Spring
0,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
1,MassRxZuprevo,525,38.0,6.0,92.76,1.14,22.38,11749.5,March,2018,Moderate,Spring
2,Micotil,18,2.0,1.0,88.89,5.56,30.9,556.2,March,2018,Moderate,Spring
3,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
4,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
5,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
6,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
7,NaxcelAs3rdRx,44,0.0,13.0,100.00,29.55,0.0,0.0,March,2018,Moderate,Spring
8,Nuflor,1641,186.0,122.0,88.67,7.43,27.88,45754.36,March,2018,Moderate,Spring
9,NuflorAs2ndRx,909,323.0,126.0,64.47,13.86,35.44,32217.23,March,2018,Moderate,Spring
10,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
11,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
12,NuflorGoldAs2ndRx,85,15.0,5.0,82.35,5.88,28.87,2453.95,March,2018,Moderate,Spring
13,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
14,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
15,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
16,ResflorGold,1844,402.0,114.0,78.20,6.18,33.16,61147.04,March,2018,Moderate,Spring
17,ResflorGoldAs2ndRx,654,0.0,81.0,100.00,12.39,0.0,0.0,March,2018,Moderate,Spring
18,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
19,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Moderate,Spring
20,Zactran,217,28.0,2.0,87.10,0.92,29.22,6340.74,March,2018,Moderate,Spring
21,Zuprevo,1191,11.0,112.0,99.08,9.40,31.02,36948.79,March,2018,Moderate,Spring
1,300PROLA,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
2,A180,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
3,A180As2ndRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
4,Adspec,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
5,Advocin,403,,10753.0,73.45,13.15,44.74,18030.22,March,2018,High,Spring
6,AdvocinAs2ndRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
7,AlbonBolus,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
8,Baytril,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
9,BaytrilAs2ndRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
10,BaytrilAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
11,Bio-Mycin,231,,464.0,80.09,1.73,3.15,727.65,March,2018,High,Spring
12,Bio-MyicnAs3rdRx,221,,10616.0,52.04,7.24,5.06,1118.26,March,2018,High,Spring
13,Borgal,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
14,Ceftiflex,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
15,Draxxin,9351,1.0,189417.0,87.28,4.46,39.31,367625.22,March,2018,High,Spring
16,DraxxinAs2ndRx,3,,,66.67,0.00,42.73,128.19,March,2018,High,Spring
17,DraxxinAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
18,Excede,1367,,270134.0,80.25,9.80,26.47,36189.05,March,2018,High,Spring
19,ExcedeAs2ndRx,87,,341.0,60.92,1.15,23.22,2020.14,March,2018,High,Spring
20,ExcedeAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
21,Excenel,39,,-6.0,100.00,15.38,0.0,0.0,March,2018,High,Spring
22,Hexasol,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
23,LA-200,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
24,MassRxBio-Mycin,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
25,MassRxDraxxin,403,,,83.62,0.00,36.53,14721.59,March,2018,High,Spring
26,MassRxDraxxin/Excede,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
27,MassRxExcede,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
28,MassRxLA-200,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
29,MassRxMicotil,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
30,MassRxNaxcel,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
31,MassRxNoromycin300LA,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
32,MassRxNuflor,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
33,MassRxZactran,0,,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
0,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
1,MassRxZuprevo,453,76.0,2.0,83.22,0.44,36.61,16584.33,March,2018,High,Spring
2,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
3,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
4,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
5,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
6,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
7,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
8,Nuflor,665,23.0,76.0,96.54,11.43,0.0,0.0,March,2018,High,Spring
9,NuflorAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
10,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
11,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
12,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
13,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
14,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
15,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
16,ResflorGold,35,0.0,5.0,100.00,14.29,0.0,0.0,March,2018,High,Spring
17,ResflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
18,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
19,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
20,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,High,Spring
21,Zuprevo,18,4.0,0.0,77.78,0.00,30.0,540.0,March,2018,High,Spring
1,300PROLA,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
2,A180,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
3,A180As2ndRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
4,Adspec,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
5,Advocin,1,,-1.0,100.00,100.00,0.0,0.0,March,2018,UltraHigh,Spring
6,AlbonBolus,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
7,Baytril,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
8,BaytrilAs2ndRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
9,BaytrilAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
10,Bio-Mycin,4,,-1.0,100.00,25.00,0.0,0.0,March,2018,UltraHigh,Spring
11,Bio-MyicnAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
12,Borgal,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
13,Ceftiflex,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
14,Draxxin,10,,0.0,100.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
15,DraxxinAs2ndRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
16,DraxxinAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
17,Excede,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
18,ExcedeAs2ndRx,13,,-6.0,100.00,46.15,0.0,0.0,March,2018,UltraHigh,Spring
19,ExcedeAs3rdRx,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
20,Excenel,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
21,Hexasol,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
22,LA-200,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
23,MassRxBio-Mycin,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
24,MassRxDraxxin,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
25,MassRxDraxxin/Excede,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
26,MassRxExcede,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
27,MassRxLA-200,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
28,MassRxMicotil,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
29,MassRxNaxcel,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
30,MassRxNoromycin300LA,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
31,MassRxNuflor,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
32,MassRxZactran,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
33,MassRxZactran/Excede,0,,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
0,MassRxZuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
1,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
2,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
3,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
4,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
5,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
6,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
7,Nuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
8,NuflorAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
9,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
10,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
12,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
13,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
14,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
15,ResflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
17,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
18,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
19,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,UltraHigh,Spring
20,Zuprevo,21,0.0,5.0,100.00,23.81,0.0,0.0,March,2018,UltraHigh,Spring
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
5,Advocin,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
6,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
7,Baytril,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
8,BaytrilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
9,BaytrilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
10,Bio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
11,Bio-MyicnAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
12,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
13,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
14,Draxxin,328,45.0,13.0,86.28,3.96,37.37,12257.36,March,2018,Natural,Spring
15,DraxxinAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
16,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
17,Excede,58,3.0,1.0,94.83,1.72,28.54,1655.32,March,2018,Natural,Spring
18,ExcedeAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
19,ExcedeAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
20,Excenel,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
21,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
22,LA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
23,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
24,MassRxDraxxin,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
25,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
26,MassRxExcede,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
27,MassRxLA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
28,MassRxMicotil,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
29,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
30,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
31,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
32,MassRxZactran,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
33,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,March,2018,Natural,Spring
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
5,Advocin,206,2.0,34.0,99.03,16.50,35.41,7294.46,April,2017,Low,Other
6,AdvocinAs2ndRx,357,0.0,57.0,100.00,15.97,0.0,0.0,April,2017,Low,Other
7,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
8,Baytril,997,15.0,118.0,98.50,11.84,29.16,29072.52,April,2017,Low,Other
9,BaytrilAs2ndRx,156,0.0,20.0,100.00,12.82,0.0,0.0,April,2017,Low,Other
10,BaytrilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
11,Bio-Mycin,35,10.0,5.0,71.43,14.29,4.71,164.68,April,2017,Low,Other
12,Bio-MyicnAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
13,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
14,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
15,Draxxin,11603,683.0,602.0,94.11,5.19,39.0,452493.79,April,2017,Low,Other
16,DraxxinAs2ndRx,48,0.0,8.0,100.00,16.67,0.0,0.0,April,2017,Low,Other
17,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
18,Excede,32,9.0,8.0,71.88,25.00,24.57,786.08,April,2017,Low,Other
19,ExcedeAs2ndRx,201,0.0,41.0,100.00,20.40,0.0,0.0,April,2017,Low,Other
20,ExcedeAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
21,Excenel,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
22,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
23,LA-200,33,0.0,0.0,100.00,0.00,5.77,190.41,April,2017,Low,Other
24,MassRxBio-Mycin,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
25,MassRxDraxxin,379,15.0,4.0,96.04,1.06,19.73,7477.67,April,2017,Low,Other
26,MassRxDraxxin/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
27,MassRxExcede,125,8.0,0.0,93.60,0.00,0.0,0.0,April,2017,Low,Other
28,MassRxLA-200,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
29,MassRxMicotil,928,45.0,4.0,95.15,0.43,33.43,31023.04,April,2017,Low,Other
30,MassRxNaxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
31,MassRxNoromycin300LA,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
32,MassRxNuflor,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
0,MassRxZuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
1,Micotil,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
2,MicotilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
3,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
4,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
5,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
6,NaxcelAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
7,Nuflor,105,27.0,3.0,74.29,2.86,44.45,4667.25,April,2017,Natural,Other
8,NuflorAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
9,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
10,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
11,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
12,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
13,Polyflex,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
14,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
15,ResflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
16,ResflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
17,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
18,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
19,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
20,Zuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Natural,Other
0,MassRxZactran,13874,1042.0,62.0,92.49,0.45,28.55,396172.06,April,2017,Low,Other
1,MassRxZactran/Excede,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
2,MassRxZuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
3,Micotil,50,0.0,4.0,100.00,8.00,0.0,0.0,April,2017,Low,Other
4,MicotilAs2ndRx,7,0.0,1.0,100.00,14.29,0.0,0.0,April,2017,Low,Other
5,MicotilAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
6,Naxcel,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
7,NaxcelAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
8,NaxcelAs3rdRx,34,0.0,7.0,100.00,20.59,0.0,0.0,April,2017,Low,Other
9,Nuflor,1957,485.0,182.0,75.22,9.30,32.51,63615.55,April,2017,Low,Other
10,NuflorAs2ndRx,414,0.0,37.0,100.00,8.94,0.0,0.0,April,2017,Low,Other
11,NuflorAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
12,NuflorGold,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
13,NuflorGoldAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
14,Oxy100,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
15,Polyflex,66,0.0,13.0,100.00,19.70,0.0,0.0,April,2017,Low,Other
16,Pro-Pen-G,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
17,ResflorGold,401,77.0,42.0,80.80,10.47,36.47,14624.47,April,2017,Low,Other
18,ResflorGoldAs2ndRx,359,0.0,49.0,100.00,13.65,0.0,0.0,April,2017,Low,Other
19,Tetradure,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
20,Tylan,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
21,Zactran,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
22,Zuprevo,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Low,Other
1,300PROLA,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
2,A180,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
3,A180As2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
4,Adspec,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
5,Advocin,575,93.0,66.0,83.83,11.48,36.31,20876.09,April,2017,Moderate,Other
6,AdvocinAs2ndRx,151,0.0,28.0,100.00,18.54,0.0,0.0,April,2017,Moderate,Other
7,AlbonBolus,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
8,Baytril,262,31.0,8.0,88.17,3.05,18.5,4847.0,April,2017,Moderate,Other
9,BaytrilAs2ndRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
10,BaytrilAs3rdRx,411,0.0,68.0,100.00,16.55,0.0,0.0,April,2017,Moderate,Other
11,Bio-Mycin,3438,558.0,68.0,83.77,1.98,4.75,16330.5,April,2017,Moderate,Other
12,Bio-MyicnAs3rdRx,6,0.0,1.0,100.00,16.67,0.0,0.0,April,2017,Moderate,Other
13,Borgal,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
14,Ceftiflex,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
15,Draxxin,10281,1331.0,588.0,87.05,5.72,36.48,375021.51,April,2017,Moderate,Other
16,DraxxinAs2ndRx,202,21.0,47.0,89.60,23.27,28.62,5781.24,April,2017,Moderate,Other
17,DraxxinAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
18,Excede,694,243.0,48.0,64.99,6.92,20.29,14079.52,April,2017,Moderate,Other
19,ExcedeAs2ndRx,576,19.0,84.0,96.70,14.58,20.55,11833.92,April,2017,Moderate,Other
20,ExcedeAs3rdRx,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
21,Excenel,74,0.0,21.0,100.00,28.38,0.0,0.0,April,2017,Moderate,Other
22,Hexasol,0,0.0,0.0,0.00,0.00,0.0,0.0,April,2017,Moderate,Other
23,LA-200,26,12.0,1.0,53.85,3.85,0.0,0.0,April,2017,Moderate,Other
24,MassRxBio-Mycin,236,10.0,1.0,95.76,0.42,3.57,842.52,April,2017,Moderate,Other
